TwitterHandle,Date,TweetsAgo,Compound,Positive,Negative,Neutral,Tweet
CBS,2018-09-28 22:22:01+00:00,38,0.0,0.0,1.0,0.0,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR"
CBS,2018-09-28 20:16:14+00:00,39,0.0,0.0,1.0,0.0,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7"
CBS,2018-09-28 17:52:41+00:00,40,0.0,0.0,1.0,0.0,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV"
CBS,2018-09-28 16:51:50+00:00,41,0.0,0.0,1.0,0.0,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1"
CBS,2018-09-27 20:19:18+00:00,42,0.0,0.0,1.0,0.0,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1
CBS,2018-09-27 20:01:53+00:00,43,0.0,0.0,1.0,0.0,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG
CBS,2018-09-27 17:19:16+00:00,44,0.0,0.0,1.0,0.0,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS"
CBS,2018-09-27 16:58:08+00:00,45,-0.34,0.169,0.581,0.25,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉
CBS,2018-09-27 00:44:13+00:00,46,0.0,0.0,1.0,0.0,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr
CBS,2018-09-27 00:42:15+00:00,47,0.0,0.0,1.0,0.0,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw
CBS,2018-09-26 21:49:27+00:00,48,0.1139,0.071,0.929,0.0,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu
CBS,2018-09-26 19:57:54+00:00,49,0.6249,0.221,0.779,0.0,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay"
CBS,2018-09-26 17:25:43+00:00,50,0.0,0.0,1.0,0.0,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g"
CBS,2018-09-25 21:10:56+00:00,51,-0.2714,0.098,0.764,0.138,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…"
CBS,2018-09-25 20:31:45+00:00,52,-0.2263,0.0,0.909,0.091,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y"
CBS,2018-09-25 19:54:26+00:00,53,0.0,0.0,1.0,0.0,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…
CBS,2018-09-25 19:45:33+00:00,54,0.7901,0.291,0.709,0.0,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…
CBS,2018-09-25 18:34:26+00:00,55,0.0,0.0,1.0,0.0,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S"
CBS,2018-09-25 18:05:31+00:00,56,0.0,0.0,1.0,0.0,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw"
CBS,2018-09-24 18:56:15+00:00,57,0.0,0.0,1.0,0.0,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F"
CBS,2018-09-23 23:24:03+00:00,58,-0.2263,0.0,0.913,0.087,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY"
CBS,2018-09-23 14:00:00+00:00,59,0.0,0.0,1.0,0.0,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9
CBS,2018-09-21 19:18:00+00:00,60,0.296,0.144,0.758,0.098,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh"
CBS,2018-09-21 17:46:26+00:00,61,-0.1531,0.123,0.714,0.162,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉
CBS,2018-09-20 23:17:19+00:00,62,0.296,0.109,0.891,0.0,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX"
CBS,2018-09-20 21:38:21+00:00,63,0.7896,0.212,0.788,0.0,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…
CBS,2018-09-20 16:47:26+00:00,64,0.0,0.0,1.0,0.0,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC
CBS,2018-09-19 19:07:37+00:00,65,-0.0531,0.176,0.588,0.236,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs
CBS,2018-09-18 17:04:20+00:00,66,0.6486,0.209,0.791,0.0,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…
CBS,2018-09-17 22:01:52+00:00,67,0.9642,0.527,0.473,0.0,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…"
CBS,2018-09-17 21:41:20+00:00,68,0.0,0.0,1.0,0.0,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…
CBS,2018-09-17 19:18:37+00:00,69,0.3612,0.263,0.737,0.0,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9
CBS,2018-09-16 23:48:59+00:00,70,-0.2263,0.0,0.909,0.091,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P"
CBS,2018-09-16 14:33:46+00:00,71,0.0,0.0,1.0,0.0,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…
CBS,2018-09-15 16:00:01+00:00,72,-0.4322,0.07,0.771,0.159,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE"
CBS,2018-09-14 18:22:59+00:00,73,-0.2481,0.17,0.598,0.233,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…"
CBS,2018-09-13 20:52:06+00:00,74,0.0,0.0,1.0,0.0,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx
CBS,2018-09-13 20:28:06+00:00,75,0.0,0.0,1.0,0.0,This just in... https://t.co/QG3OYF6Rfv
CBS,2018-09-13 18:06:49+00:00,76,0.4753,0.218,0.699,0.083,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…
CBS,2018-09-10 17:06:16+00:00,77,0.0,0.0,1.0,0.0,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l"
CBS,2018-09-09 23:36:09+00:00,78,-0.2263,0.0,0.917,0.083,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb"
CBS,2018-09-09 14:00:00+00:00,79,0.6705,0.256,0.744,0.0,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv
CBS,2018-09-08 16:20:43+00:00,80,0.4215,0.149,0.851,0.0,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH
CBS,2018-09-08 00:00:00+00:00,81,0.0,0.0,1.0,0.0,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog
CBS,2018-09-07 23:15:09+00:00,82,-0.5411,0.092,0.712,0.196,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…"
CBS,2018-09-07 21:50:51+00:00,83,0.0,0.0,1.0,0.0,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR
CBS,2018-09-06 22:10:49+00:00,84,-0.296,0.0,0.879,0.121,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC
CBS,2018-09-06 19:00:01+00:00,85,0.4753,0.192,0.808,0.0,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO
CBS,2018-09-05 21:00:00+00:00,86,0.0,0.0,1.0,0.0,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP
CBS,2018-09-05 17:32:40+00:00,87,0.3612,0.111,0.889,0.0,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ
CBS,2018-09-05 16:48:09+00:00,88,0.6908,0.533,0.467,0.0,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL"
CBS,2018-09-04 20:34:26+00:00,89,0.4215,0.135,0.865,0.0,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW
CBS,2018-09-01 15:25:34+00:00,90,0.6514,0.171,0.829,0.0,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…
CBS,2018-08-31 21:26:49+00:00,91,0.0,0.0,1.0,0.0,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA"
CBS,2018-08-31 18:01:01+00:00,92,0.0,0.0,1.0,0.0,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk"
CBS,2018-08-30 19:45:51+00:00,93,-0.6908,0.0,0.761,0.239,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…"
CBS,2018-08-30 15:32:47+00:00,94,0.6239,0.17,0.83,0.0,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…
CBS,2018-08-27 23:36:57+00:00,95,0.0,0.0,1.0,0.0,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc"
CBS,2018-08-24 20:30:16+00:00,96,-0.4389,0.0,0.888,0.112,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…
CBS,2018-08-22 20:55:25+00:00,97,0.0,0.0,1.0,0.0,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ"
CBS,2018-08-22 20:10:12+00:00,98,0.0,0.0,1.0,0.0,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb"
CBS,2018-08-20 21:59:56+00:00,99,0.5423,0.171,0.829,0.0,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn
CBS,2018-08-17 17:42:02+00:00,100,0.3182,0.113,0.887,0.0,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5"
CNN,2018-10-12 19:19:47+00:00,1,0.0,0.0,1.0,0.0,"RT @CNNnewsroom: ""It's gone.  Everything's gone."" - Scott Boutwell visits the rubble and wreckage that was once his home in Mexico Beach, F…"
CNN,2018-10-12 19:19:30+00:00,2,0.0,0.0,1.0,0.0,"Banksy's ""Girl with Balloon"" was reduced to shreds last Friday, moments after selling for $1.4 million. Now, the sa… https://t.co/iEEqXmQHyb"
CNN,2018-10-12 19:15:13+00:00,3,0.0,0.0,1.0,0.0,WaPo journalist @jrezaian will be on Full Circle to talk about the mystery surrounding what happened to his friend… https://t.co/jDNuOxxPYz
CNN,2018-10-12 19:11:39+00:00,4,0.0,0.0,1.0,0.0,Democratic Rep. Kyrsten Sinema's anti-war activist past is under scrutiny as she campaigns in Arizona's Senate race… https://t.co/QJSw9xHPHl
CNN,2018-10-12 19:03:11+00:00,5,0.0,0.0,1.0,0.0,"RT @CNNPolitics: Read ‘The Forecast with Harry Enten’ with CNN’s Senior Writer and Analyst Harry Enten. 

It’s a daily prediction of the ou…"
CNN,2018-10-12 18:55:13+00:00,6,-0.2263,0.08,0.763,0.157,"""If we know that we believe in civility and radical kindness ... then we may suffer some defeats, but we ultimately… https://t.co/eOEcgvaf4G"
CNN,2018-10-12 18:45:30+00:00,7,0.0,0.0,1.0,0.0,"For years, Saudi Arabia has been one of the unofficial banks for the tech industry. Now it could become a very offi… https://t.co/9YUgT92nYE"
CNN,2018-10-12 18:30:09+00:00,8,-0.296,0.0,0.905,0.095,"The percentage of young kids in the US who received no vaccine doses has continued to rise, as have vaccine exempti… https://t.co/CwRlYaU6sb"
CNN,2018-10-12 18:25:25+00:00,9,0.4939,0.132,0.868,0.0,RT @AC360: WaPo journalist @jrezaian joins Anderson tonight to talk about the mystery surrounding what happened to his friend &amp; colleague J…
CNN,2018-10-12 18:20:05+00:00,10,0.0,0.0,1.0,0.0,"Democratic Sen. Elizabeth Warren says that White House Chief of Staff John Kelly ""can't shut her up"" after an email… https://t.co/BSNTf0Ry17"
CNN,2018-10-12 18:10:08+00:00,11,0.0,0.0,1.0,0.0,A California school district has reassigned a teacher who said President Trump aide Stephen Miller would eat glue o… https://t.co/RrSqwQgJVS
CNN,2018-10-12 18:00:04+00:00,12,0.0,0.0,1.0,0.0,First lady Melania Trump's favorability rating is back up after taking a dip over the summer. According to a new CN… https://t.co/Rnr4arhVMy
CNN,2018-10-12 17:50:06+00:00,13,0.0,0.0,1.0,0.0,"Hurricane Michael slammed the Florida Panhandle. But it also socked Virginia, the Carolinas and Georgia.… https://t.co/NO4gtD6tnb"
CNN,2018-10-12 17:41:49+00:00,14,0.6369,0.231,0.769,0.0,"Banksy's shredded ""Girl with Balloon"" has a new name: ""Love is in the Bin"" https://t.co/8O3OrCScCh https://t.co/XnMaEQ9EbR"
CNN,2018-10-12 17:32:00+00:00,15,0.5267,0.206,0.794,0.0,"Boston Dynamics has released new video showing their Atlas robot's latest moves, including the ability to shift lat… https://t.co/GHVKZd0wC1"
CNN,2018-10-12 17:20:00+00:00,16,0.1779,0.13,0.87,0.0,"Amazon is growing rapidly. But how big is too big, and will the government attempt to break it up?… https://t.co/zXad263DZJ"
CNN,2018-10-12 17:10:04+00:00,17,0.0,0.0,1.0,0.0,Almost 30 million Facebook users' phone numbers and email addresses were accessed by hackers in the biggest securit… https://t.co/u7DuCKohdz
CNN,2018-10-12 17:00:13+00:00,18,0.0,0.0,1.0,0.0,"C-section deliveries nearly doubled worldwide since 2000, a new study finds https://t.co/lvm7TraBBb https://t.co/gMQFcwh5yc"
CNN,2018-10-12 17:00:00+00:00,19,0.4019,0.197,0.803,0.0,Scientists in China have bred healthy mice with two moms https://t.co/8QHKvr6N4I https://t.co/y5fAQQ1UbE
CNN,2018-10-12 16:50:04+00:00,20,-0.7347,0.093,0.615,0.292,"Two decades after Matthew Shepard's death, 20 states still don't consider attacks on LGBTQ people as hate crimes… https://t.co/mAoPYqtfK2"
CNN,2018-10-12 16:38:47+00:00,21,-0.4767,0.0,0.846,0.154,Indonesian police say they have broken up a child trafficking operation that was allegedly buying and selling babie… https://t.co/7IetQTBnj1
CNN,2018-10-12 16:20:00+00:00,22,0.0,0.0,1.0,0.0,This Chinese company makes smartphones called Tecnos — but it's never sold a single phone in China. Here's how a li… https://t.co/FwmnFFIXeG
CNN,2018-10-12 16:10:05+00:00,23,-0.34,0.0,0.87,0.13,"Nearly 800 dietary supplements sold over the counter from 2007 through 2016 contained unapproved drug ingredients,… https://t.co/rFqAprrnC7"
CNN,2018-10-12 16:05:48+00:00,24,0.0,0.0,1.0,0.0,"Before and after images show there's nothing left in some parts of Mexico Beach, Florida https://t.co/Veqr8xmwMQ https://t.co/1KDHOHbVui"
CNN,2018-10-12 16:00:01+00:00,25,-0.0516,0.0,0.938,0.062,"For women who leave jobs to have children, reentering the workforce years later can seem impossible. JPMorgan Chase… https://t.co/lSVXMvhVRv"
CNN,2018-10-12 15:50:06+00:00,26,0.2144,0.081,0.919,0.0,"When it comes to control of the Senate after the midterms, the odds are still in Republicans’ favor, but there are… https://t.co/9XvFlWFjgq"
CNN,2018-10-12 15:40:14+00:00,27,0.4019,0.197,0.803,0.0,Scientists in China have bred healthy mice with two moms https://t.co/8QHKvr6N4I https://t.co/o2ozVjjMqt
CNN,2018-10-12 15:30:14+00:00,28,-0.4404,0.0,0.818,0.182,An Air India aircraft was damaged after hitting an airport wall during take-off https://t.co/uB98fgBi8l
CNN,2018-10-12 15:20:09+00:00,29,0.624,0.157,0.843,0.0,"Lindsey Vonn, the most successful female ski racer of all time, says she will retire at the end of the 2018/19 Worl… https://t.co/x6Jn7Ya5Fj"
CNN,2018-10-12 15:10:05+00:00,30,0.2716,0.095,0.905,0.0,"First lady Melania Trump says she has ""much more important things"" to focus on than the alleged infidelities of her… https://t.co/uVdoMSDvqt"
CNN,2018-10-12 15:00:15+00:00,31,-0.7347,0.093,0.615,0.292,"Two decades after Matthew Shepard's death, 20 states still don't consider attacks on LGBTQ people as hate crimes… https://t.co/eB6m9BW2kq"
CNN,2018-10-12 14:50:04+00:00,32,-0.4767,0.0,0.846,0.154,Indonesian police say they have broken up a child trafficking operation that was allegedly buying and selling babie… https://t.co/qkfP5YJKBK
CNN,2018-10-12 14:40:18+00:00,33,0.0,0.0,1.0,0.0,"Before and after images show there's nothing left in some parts of Mexico Beach, Florida https://t.co/KErWVvis5A https://t.co/WbtbuLklP7"
CNN,2018-10-12 14:30:08+00:00,34,0.0,0.0,1.0,0.0,"Texas Democrat Beto O'Rourke smashes a fundraising record, raising $38.1 million in three months. It's the most eve… https://t.co/LNSDCcb034"
CNN,2018-10-12 14:23:08+00:00,35,0.0258,0.055,0.894,0.051,Want to leave the kids at home next time you get away? The redesigned Crystal Symphony has a new level of luxury ca… https://t.co/2r7ciKtY5o
CNN,2018-10-12 14:14:44+00:00,36,-0.0258,0.109,0.777,0.114,"Pope Francis has accepted the resignation of Cardinal Donald Wuerl, the embattled archbishop of Washington, ending… https://t.co/MK4pBTz3KJ"
CNN,2018-10-12 14:00:11+00:00,37,0.0,0.0,1.0,0.0,"The use of C-section worldwide has almost doubled since 2000, a new study finds https://t.co/ta9rDxlEQJ https://t.co/speH8owU62"
CNN,2018-10-12 13:50:03+00:00,38,0.0,0.0,1.0,0.0,Trump administration sticks with Saudis as business leaders back away https://t.co/tZde3LmHFo https://t.co/pkkDqe6Sdx
CNN,2018-10-12 13:42:37+00:00,39,-0.296,0.11,0.691,0.199,"JUST IN: A Turkish court has freed Andrew Brunson two years after the American pastor was detained, accused of help… https://t.co/T3t2tr36d0"
CNN,2018-10-12 13:40:05+00:00,40,-0.6249,0.112,0.596,0.291,"The organizer of last year's disastrous Fyre Festival has been sentenced to six years in prison, according to the U… https://t.co/TD2iUdeEO7"
CNN,2018-10-12 13:37:41+00:00,41,0.6369,0.208,0.792,0.0,RT @cnni: The best photos from the wedding of Princess Eugenie and Jack Brooksbank https://t.co/TeU66EsPO5 #RoyalWedding https://t.co/BqVAg…
CNN,2018-10-12 13:37:15+00:00,42,-0.3182,0.0,0.909,0.091,"RT @CNNnewsroom: ""I don't even know if I have the words to describe it,"" says Dawn Vickers, who lost her home during Hurricane Michael. ""It…"
CNN,2018-10-12 13:30:09+00:00,43,0.25,0.143,0.857,0.0,"This photographer provides an alternative, crayon-colored vision of suburban Istanbul https://t.co/8jbkjR1C6M via… https://t.co/HcCkTYGcIr"
CNN,2018-10-12 13:20:05+00:00,44,0.4019,0.197,0.803,0.0,Scientists in China have bred healthy mice with two moms https://t.co/x6vgQnnLbs https://t.co/88110e8Xsz
CNN,2018-10-12 13:10:04+00:00,45,-0.4404,0.0,0.818,0.182,An Air India aircraft was damaged after hitting an airport wall during take-off https://t.co/CExEzaHZhH
CNN,2018-10-12 13:07:12+00:00,46,-0.128,0.09,0.796,0.114,"Today's top business headlines with @ChristineRomans before the opening bell:

- Dow lost 1300+ points in 2 days

-… https://t.co/fqTUODxBlK"
CNN,2018-10-12 13:00:30+00:00,47,0.0,0.0,1.0,0.0,How climate change will affect your health https://t.co/5BuLd9o3SQ https://t.co/gyeNZBx1s1
CNN,2018-10-12 12:52:18+00:00,48,-0.802,0.0,0.753,0.247,"RT @NewDay: “It's as bad as it gets,” says Sen. Marco Rubio of Hurricane Michael’s destruction. “Panama City ... reminds me of south Florid…"
CNN,2018-10-12 12:41:05+00:00,49,0.0,0.0,1.0,0.0,Former Olympic sprinter Usain Bolt scored two goals in his first start for an Australian soccer club… https://t.co/pZ604UvVqG
CNN,2018-10-12 12:34:34+00:00,50,-0.8779,0.0,0.675,0.325,"RT @cnnbrk: Five people are confirmed dead after Michael tears through Virginia, bringing the death toll from the storm to at least 11 http…"
CNN,2018-10-12 12:31:47+00:00,51,0.0,0.0,1.0,0.0,"At least over a million customers are without power across 7 states as of Friday morning, according to multiple uti… https://t.co/pUR0Y9rJtV"
CNN,2018-10-12 12:30:04+00:00,52,0.0,0.0,1.0,0.0,'We don't have representation:' This Texas Democrat is counting on the Asian vote https://t.co/wbxYQy6JFH https://t.co/l1PVfT1WAx
CNN,2018-10-12 12:20:11+00:00,53,0.624,0.157,0.843,0.0,"Lindsey Vonn, the most successful female ski racer of all time, says she will retire at the end of the 2018/19 Worl… https://t.co/8zTOdwQCAd"
CNN,2018-10-12 12:11:06+00:00,54,0.2716,0.095,0.905,0.0,"First lady Melania Trump says she has ""much more important things"" to focus on than the alleged infidelities of her… https://t.co/axYEfousbv"
CNN,2018-10-12 12:00:05+00:00,55,-0.7347,0.093,0.615,0.292,"Two decades after Matthew Shepard's death, 20 states still don't consider attacks on LGBTQ people as hate crimes… https://t.co/GP2gsG21tV"
CNN,2018-10-12 11:47:04+00:00,56,-0.4767,0.0,0.846,0.154,Indonesian police say they have broken up a child trafficking operation that was allegedly buying and selling babie… https://t.co/bmh3meDzxT
CNN,2018-10-12 11:36:54+00:00,57,-0.765,0.0,0.732,0.268,"CNN's @BrookeBCNN tours the ruins of Mexico Beach, Florida, where residents describe their horror at the sight of w… https://t.co/nLFBEXN2cs"
CNN,2018-10-12 11:25:11+00:00,58,0.0,0.0,1.0,0.0,Read ‘The Forecast with Harry Enten’ with CNN’s Senior Writer and Analyst @ForecasterEnten. It’s a daily prediction… https://t.co/nF4wBzABT2
CNN,2018-10-12 11:16:30+00:00,59,0.6369,0.208,0.792,0.0,RT @cnni: The best photos from the wedding of Princess Eugenie and Jack Brooksbank https://t.co/kdVABlx1BD #RoyalWedding https://t.co/0fBTx…
CNN,2018-10-12 11:14:10+00:00,60,0.0,0.0,1.0,0.0,RT @cnni: Princess Eugenie and Jack Brooksbank are now husband and wife https://t.co/4BpuCKY5Gy #RoyalWedding https://t.co/fSEByUiPxP
CNN,2018-10-12 11:00:38+00:00,61,0.0,0.0,1.0,0.0,"5 things for Friday:

- Tropical Storm Michael
- Jamal Khashoggi
- FBI
- Georgia governor's race
- Massachusetts ex… https://t.co/ef7mDGvEHl"
CNN,2018-10-12 10:43:31+00:00,62,0.1027,0.06,0.94,0.0,"The White House reached out to Nancy Brinker, the founder of the Susan G. Komen foundation, to ask if she would be… https://t.co/BYrjIFmGE5"
CNN,2018-10-12 10:33:28+00:00,63,0.0,0.0,1.0,0.0,"RT @cnni: More photos of Princess Eugenie's wedding dress, designed by Peter Pilotto and Christopher De Vos https://t.co/oDq6r8YabM #RoyalW…"
CNN,2018-10-12 10:33:23+00:00,64,0.0,0.0,1.0,0.0,RT @cnni: Princess Eugenie's bridal gown is by Peter Pilotto and Christopher De Vos. The long-sleeved ivory gown with a train makes a bold…
CNN,2018-10-12 10:30:12+00:00,65,0.0,0.0,1.0,0.0,How climate change will affect your health https://t.co/snqLdRuxdK https://t.co/DTJKbWbAoC
CNN,2018-10-12 10:20:08+00:00,66,-0.6705,0.0,0.791,0.209,Turkish authorities have audio and visual evidence that shows journalist Jamal Khashoggi was killed inside the Saud… https://t.co/EI7Fcwwxgl
CNN,2018-10-12 10:14:59+00:00,67,0.0,0.0,1.0,0.0,Princess Eugenie's bridal gown is by Peter Pilotto and Christopher De Vos. The long-sleeved ivory gown with a train… https://t.co/xuEE8KY6Of
CNN,2018-10-12 10:14:35+00:00,68,-0.0258,0.109,0.777,0.114,"Pope Francis has accepted the resignation of Cardinal Donald Wuerl, the embattled archbishop of Washington, ending… https://t.co/r0ewJ6NCz5"
CNN,2018-10-12 10:05:07+00:00,69,0.6369,0.231,0.769,0.0,"Banksy's shredded ""Girl with Balloon"" has a new name: ""Love is in the Bin"" https://t.co/Ctems6bcH5 https://t.co/3fGaVwZDOE"
CNN,2018-10-12 09:55:33+00:00,70,0.0,0.0,1.0,0.0,"C-section deliveries nearly doubled worldwide since 2000, a new study finds https://t.co/yEEpHSIa7N https://t.co/nUFrj2gijK"
CNN,2018-10-12 09:38:10+00:00,71,0.0,0.0,1.0,0.0,Landed! The world's longest flight is back on the ground after 17-and-a-half hours https://t.co/e5VmsygPLA https://t.co/ubBCmOHzoq
CNN,2018-10-12 09:28:51+00:00,72,-0.4404,0.0,0.818,0.182,An Air India aircraft was damaged after hitting an airport wall during take-off https://t.co/Vcl2Rp7Q9Y
CNN,2018-10-12 09:11:16+00:00,73,0.0,0.0,1.0,0.0,Guests are arriving for Windsor's second #RoyalWedding of the year https://t.co/4AcDxlMoNL
CNN,2018-10-12 09:02:00+00:00,74,0.0,0.0,1.0,0.0,"The world's longest flight, from Singapore to New York, will be landing shortly. Here is @richardquest's final upda… https://t.co/eLILgT45f6"
CNN,2018-10-12 08:53:53+00:00,75,0.128,0.073,0.927,0.0,Donald Trump and Jared Kushner are learning that throwing in their lot with foreign strongmen can come at a damagin… https://t.co/S42lvRibrt
CNN,2018-10-12 08:44:56+00:00,76,0.0,0.0,1.0,0.0,The world's longest flight left yesterday on its maiden voyage and is still in the air. Take a peek on board:… https://t.co/d4ANnl4sF8
CNN,2018-10-12 08:33:04+00:00,77,0.0,0.0,1.0,0.0,"Less than five months after Prince Harry and Meghan, Duchess of Sussex tied the knot, they will attend another roya… https://t.co/3vlnJODXN4"
