TwitterHandle,Date,TweetsAgo,Compound,Positive,Negative,Neutral,Tweet
nytimes,2018-10-12 15:10:04+00:00,21,0.5719,0.163,0.837,0.0,"""For a time, the sun overhead turned the still water into a mirror, rendering the peaks of roofs into perfect rhomb… https://t.co/lBdcxkGoAs"
nytimes,2018-10-12 15:00:23+00:00,22,0.0,0.0,1.0,0.0,Dope. dayum. What's your vibe? We asked 18-year-old girls around the word to tell us how they talk. https://t.co/MzfC1SKPim
nytimes,2018-10-12 14:52:03+00:00,23,-0.4215,0.0,0.877,0.123,RT @alanblinder: THREAD: We're only beginning to learn the scope of Hurricane Michael's devastation. Here's the package of coverage that Ti…
nytimes,2018-10-12 14:46:03+00:00,24,0.0,0.0,1.0,0.0,"This work by Jenny Saville sold for $12.4 million, an auction high for a living female artist. But before anyone ha… https://t.co/H9vBH53PmS"
nytimes,2018-10-12 14:31:03+00:00,25,-0.6908,0.0,0.793,0.207,RT @meslackman: The mysterious disappearance and possible murder of a Saudi journalist is reverberating from Wall Street and Silicon Valley…
nytimes,2018-10-12 14:14:02+00:00,26,0.3612,0.111,0.889,0.0,"""It's like Trump is sitting across from his own Twitter account come to life,"" Jimmy Kimmel said about Kanye West's… https://t.co/4QulRxBlQD"
nytimes,2018-10-12 14:00:09+00:00,27,0.6249,0.163,0.837,0.0,"RT @katierogers: Making America Great Again. Again. And Again: Trump rallies tend to follow a script, so we went ahead and fully committed.…"
nytimes,2018-10-12 13:45:57+00:00,28,-0.7351,0.0,0.733,0.267,"Breaking News: Andrew Brunson, a U.S. pastor held in Turkey for 2 years on charges of aiding terrorists and espiona… https://t.co/GNEPzNnFHO"
nytimes,2018-10-12 13:45:05+00:00,29,0.2732,0.104,0.896,0.0,Turkish authorities say they have explicit audio recordings as well as video footage showing that Saudi agents kill… https://t.co/e05ryu4BtJ
nytimes,2018-10-12 13:40:40+00:00,30,0.0,0.0,1.0,0.0,"RT @nytimesbusiness: A judge ruled on Friday that this fracking project can proceed. Drilling work will begin on Saturday, the company said…"
nytimes,2018-10-12 13:34:04+00:00,31,0.0,0.0,1.0,0.0,"""Massage Woman to Stand on Street,"" the ad said. ""$20,000 a month. Flushing, N.Y."" Rachel called to ask what the jo… https://t.co/mmI9EuRgpO"
nytimes,2018-10-12 13:16:02+00:00,32,0.4404,0.182,0.818,0.0,The good times President Trump brought to the stock market may be ending https://t.co/UAx4fxrB4P
nytimes,2018-10-12 13:00:03+00:00,33,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/dcFIZvto8L
nytimes,2018-10-12 12:45:04+00:00,34,-0.1162,0.097,0.745,0.157,"""Fear is not a proper motivator. Hope wins out,"" Michelle Obama told NBC on Thursday. But for many Democrats, it do… https://t.co/dmFp4caeBP"
nytimes,2018-10-12 12:30:13+00:00,35,0.0,0.0,1.0,0.0,"""There are now well-developed networks of Americans targeting other Americans with purposefully designed manipulati… https://t.co/g9o0K9hJEy"
nytimes,2018-10-12 12:20:10+00:00,36,0.0,0.0,1.0,0.0,We analyzed aerial images of Mexico Beach and found that half of the buildings along a one-mile stretch were comple… https://t.co/ifNxPvlZ6N
nytimes,2018-10-12 12:12:06+00:00,37,0.128,0.125,0.767,0.108,"Teachers in New York City will receive bonuses of up to $8,000 to work in schools in poor areas that they have ofte… https://t.co/nznvMjnqog"
nytimes,2018-10-12 12:00:04+00:00,38,-0.4019,0.0,0.802,0.198,"Your daily @DealBook Briefing:

• Will U.S. markets stop plunging?

• Businesses start cutting ties with Saudi Arab… https://t.co/aBUBn5Moy2"
nytimes,2018-10-12 11:46:03+00:00,39,0.0,0.0,1.0,0.0,"RT @nytimesarts: Fleetwood Mac, in a rekindling of old drama, is being taken to court in a suit filed by its longtime off-and-on guitarist…"
nytimes,2018-10-12 11:30:05+00:00,40,0.7783,0.312,0.688,0.0,"""Part presidential ego boost, part political organizing tool and part WrestleMania, 'Make America Great Again' rall… https://t.co/I5QnJFIib1"
nytimes,2018-10-12 11:16:04+00:00,41,0.0,0.0,1.0,0.0,"The idea of charging drivers to enter Manhattan's busiest neighborhoods has been debated for decades, but it could… https://t.co/q5hv6PsSie"
nytimes,2018-10-12 11:00:10+00:00,42,-0.8442,0.0,0.69,0.31,"The killing of 17-year-old Laquan McDonald by Jason Van Dyke, a Chicago police officer, laid bare decades of fury o… https://t.co/ZEgWkObATy"
nytimes,2018-10-12 10:51:03+00:00,43,-0.3182,0.0,0.892,0.108,"""So many lives have been changed forever, so many families have lost everything,"" said Gov. Rick Scott of Florida.… https://t.co/K8HTRlEDfi"
nytimes,2018-10-12 10:44:02+00:00,44,-0.5719,0.0,0.654,0.346,"Video: Hurricane Michael's destruction, viewed from above https://t.co/aSQK0AjBjX"
nytimes,2018-10-12 10:37:20+00:00,45,-0.0129,0.073,0.851,0.076,"Breaking News: Pope Francis accepted the resignation of Cardinal Donald Wuerl, but did not make the moment an examp… https://t.co/2XRm25N9Qp"
nytimes,2018-10-12 10:30:09+00:00,46,0.5256,0.139,0.861,0.0,North Korea has turned the deal President Trump signed with Kim Jong-un into one of its most effective cudgels in t… https://t.co/WBpW02iJb9
nytimes,2018-10-12 10:29:02+00:00,47,0.1027,0.105,0.806,0.089,"RT @jasondhorowitz: The Times asked Cardinal Wuerl  what message it sent that Francis, after accepting his resignation, had kept him in Was…"
nytimes,2018-10-12 10:15:05+00:00,48,-0.4215,0.0,0.872,0.128,"""This hurricane was an absolute monster,"" said Gov. Rick Scott of Florida. The scope of the devastation brought by… https://t.co/h1O5tijDOV"
nytimes,2018-10-12 10:12:01+00:00,49,-0.0258,0.129,0.736,0.135,"Pope Francis accepted the resignation of Cardinal Donald Wuerl, the archbishop of Washington https://t.co/p7ahA4IzkQ"
nytimes,2018-10-12 10:02:06+00:00,50,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/nmgfw0kB4z
nytimes,2018-10-12 09:45:03+00:00,51,-0.3818,0.0,0.885,0.115,The U.S. restricted exports of nuclear technology to China in an effort to slow building of nuclear reactors that w… https://t.co/vMNoFdEoOr
nytimes,2018-10-12 09:30:10+00:00,52,0.0,0.0,1.0,0.0,"A farmer's field in northwest England, where cows graze and anti-fracking activists have set up camp nearby, may de… https://t.co/LhyH4DL0WD"
nytimes,2018-10-12 09:20:03+00:00,53,0.6124,0.238,0.762,0.0,"The NYT global growth editor, @millie, discusses how she tries to understand and nurture a worldwide audience. “So… https://t.co/VjKrJAT3CY"
nytimes,2018-10-12 09:10:05+00:00,54,0.2263,0.127,0.873,0.0,"RT @MattAndersonNYT: With the new Humboldt Forum, Germany wants a new cultural jewel to challenge the Louvre and the British Museum. But th…"
nytimes,2018-10-12 09:00:10+00:00,55,0.4215,0.128,0.872,0.0,"South Korea moved to patch up a potential row with the United States, disowning any plan to lift sanctions against… https://t.co/Hh6pPNxRTD"
nytimes,2018-10-12 08:45:02+00:00,56,0.0,0.0,1.0,0.0,"In the decades since she was rediscovered, Annemarie Schwarzenbach has become something of a cult figure in Europe,… https://t.co/Mkwv5h9IFh"
nytimes,2018-10-12 08:30:08+00:00,57,-0.8164,0.0,0.718,0.282,"In 9 out of 10 cases, those who kill journalists are never brought to justice, according to the Committee to Protec… https://t.co/KYCkmeAmOC"
nytimes,2018-10-12 08:15:05+00:00,58,0.4019,0.13,0.87,0.0,A far-right German political party is calling on students and their families to report teachers who air their polit… https://t.co/53xZ456IJ5
nytimes,2018-10-12 08:00:15+00:00,59,-0.9081,0.0,0.592,0.408,Egypt sentenced 17 people to death for attacks claimed by ISIS that killed more than 80 people. Rights groups say s… https://t.co/53WgEqnkLb
nytimes,2018-10-12 07:45:04+00:00,60,0.7717,0.355,0.645,0.0,An energy company hopes to overcome its rocky history of shale drilling in the United Kingdom https://t.co/7ryLTJnpRi
nytimes,2018-10-12 07:30:15+00:00,61,-0.6705,0.0,0.791,0.209,Turkish authorities say they have explicit audio and video evidence showing that Saudi agents killed the dissident… https://t.co/nXlAjat5fO
nytimes,2018-10-12 07:15:06+00:00,62,-0.1027,0.113,0.756,0.13,"The attack happened after a dinner party at the home of the Chinese billionaire Richard Liu, who was later charged… https://t.co/Fw7crx77jc"
nytimes,2018-10-12 07:00:13+00:00,63,0.0,0.0,1.0,0.0,"Investors in Asia appeared to take a pause on Friday, after another day of selling swept Wall Street https://t.co/Jg6ge1QJYd"
nytimes,2018-10-12 06:45:05+00:00,64,0.128,0.098,0.829,0.073,The Pakistani government formally began the process of seeking an IMF bailout worth up to $12 billion https://t.co/nbGYAsCEUX
nytimes,2018-10-12 06:30:11+00:00,65,0.0,0.0,1.0,0.0,"90 percent of Americans of European descent will soon be identifiable from their DNA, researchers found. The scienc… https://t.co/CrDH1BHcEH"
nytimes,2018-10-12 06:15:08+00:00,66,0.4019,0.124,0.876,0.0,"In Opinion

Staff editor @tariro writes, ""Never in my wildest dreams did I imagine I would ever side with Taylor Sw… https://t.co/aHIlVWSuuO"
nytimes,2018-10-12 06:00:04+00:00,67,-0.3182,0.0,0.897,0.103,"By the time Cyclone Titli, the Hindi word for butterfly, touched down in India, half a million people had lost acce… https://t.co/CLoT3iXDvO"
nytimes,2018-10-12 05:45:04+00:00,68,0.3818,0.123,0.82,0.057,The Florida Panhandle is home to communities that were already hard on their luck and who had little means to escap… https://t.co/fFnBx1eyul
nytimes,2018-10-12 05:30:03+00:00,69,0.2732,0.1,0.9,0.0,"Stephen Elliott, a writer who appeared on a widely circulated list of men who were said to have committed various f… https://t.co/briHTz0r0r"
nytimes,2018-10-12 05:23:45+00:00,70,-0.3612,0.125,0.659,0.216,RT @nytimesworld: The AfD is coming under fire for encouraging students to “report” schoolteachers who they view as violating the country’s…
nytimes,2018-10-12 05:15:06+00:00,71,-0.3818,0.0,0.833,0.167,"RT @JamesStewartNYT: Trump is losing a Republican campaign theme-- the record setting stock market:
https://t.co/QJhRRkJvuE"
nytimes,2018-10-12 05:02:02+00:00,72,-0.5994,0.0,0.754,0.246,"The dispute over a missing Saudi journalist pits 2 staunch, headstrong leaders against each other. “These are 2 peo… https://t.co/qVcqBhLOLE"
nytimes,2018-10-12 04:47:01+00:00,73,0.25,0.071,0.929,0.0,RT @VVFriedman: This was the most diverse season ever on the runway. We should applaud that. But then you look to all the people next to th…
nytimes,2018-10-12 04:30:06+00:00,74,-0.5574,0.0,0.854,0.146,"“Last night was just hell,” said the father of an 11-year-old who died during Hurricane Michael. “I’m an hour and a… https://t.co/g54VndcAZ5"
nytimes,2018-10-12 04:17:06+00:00,75,-0.128,0.0,0.923,0.077,The British billionaire Richard Branson is among entrepreneurs and firms cutting ties with Saudi Arabia over the my… https://t.co/piUUVXBVAy
nytimes,2018-10-12 04:02:03+00:00,76,0.0,0.0,1.0,0.0,"""It was chaos,"" John Cale said about one Velvet Underground show. A new exhibition about the band is now open in Ne… https://t.co/q5Ty3adzb1"
nytimes,2018-10-12 03:47:01+00:00,77,-0.6808,0.0,0.708,0.292,Some Marriott workers find themselves in a kind of financial double jeopardy: Low pay from Marriott keeps their acc… https://t.co/nzseu0ryiM
nytimes,2018-10-12 03:32:01+00:00,78,-0.886,0.0,0.606,0.394,A panorama of ruin. Frantic efforts to search the rubble. Residents wandering streets in horror and wonder. The sob… https://t.co/wX7AhtfZ5o
nytimes,2018-10-12 03:17:04+00:00,79,0.0,0.0,1.0,0.0,"RT @NYTmag: Between 2030 and 2050, climate change is expected to cause the deaths of roughly 250,000 men, women and children each year. htt…"
nytimes,2018-10-12 03:02:04+00:00,80,0.0,0.0,1.0,0.0,President Trump’s pointed remarks toward the Federal Reserve reflect the high political stakes less than a month be… https://t.co/36jZCLaYup
nytimes,2018-10-12 02:55:04+00:00,81,-0.4215,0.0,0.882,0.118,RT @nytopinion: Why do Republicans think they can get away with their blatant lies? @PaulKrugman says it's partly because they expect their…
nytimes,2018-10-12 02:47:01+00:00,82,0.0,0.0,1.0,0.0,"The EPA is dissolving a scientific review panel as the agency seeks to revise standards on ozone, particulate matte… https://t.co/a19lChdgjv"
nytimes,2018-10-12 02:32:03+00:00,83,0.3612,0.122,0.878,0.0,"“It was like hell."" In areas pummeled by Hurricane Michael, hospitals that didn't evacuate were scrambling to take… https://t.co/kpa9NiyCFo"
nytimes,2018-10-12 02:17:03+00:00,84,0.4588,0.136,0.864,0.0,RT @NYTStyles: Other men have expressed interest in joining the suit against the 'Media Men' list creator and contributors. https://t.co/g2…
nytimes,2018-10-12 02:02:01+00:00,85,-0.4404,0.123,0.616,0.261,"Scrambling to protect their House majority, Republicans are abandoning weaker candidates and building a firewall ar… https://t.co/PHgSsCvRXo"
nytimes,2018-10-12 01:55:00+00:00,86,0.3612,0.137,0.863,0.0,We want to hear from you. Share a photo of yourself at 18 with the hashtag #ThisIs18. What would you say to the gir… https://t.co/wsYMTxxo95
nytimes,2018-10-12 01:47:04+00:00,87,0.0,0.0,1.0,0.0,At least 5 states have now reported that they are investigating cases of a rare condition that causes paralysis sim… https://t.co/OO1JnOHhtE
nytimes,2018-10-12 01:40:00+00:00,88,0.0,0.0,1.0,0.0,We asked each girl to tell us the name of the last song they listened to. This is 18...in sound. https://t.co/vpnHlCzNA0
nytimes,2018-10-12 01:35:00+00:00,89,0.0,0.0,1.0,0.0,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYRF1UVP
nytimes,2018-10-12 01:32:02+00:00,90,0.4404,0.249,0.581,0.17,"After years as a drag on Democrats, health care has transformed into a powerful — and personal — weapon for midterm… https://t.co/WiUPKUByVw"
nytimes,2018-10-12 01:17:06+00:00,91,0.7184,0.222,0.778,0.0,"RT @katierogers: Honestly, there were so many, but this was my favorite exchange.

“Look at this, Jared,” Mr. West said to the president’s…"
nytimes,2018-10-12 01:10:00+00:00,92,0.0,0.0,1.0,0.0,"Cinzia Russo is finishing up her last year of high school in Berlin, but has spent most of her life in Italy. Her t… https://t.co/qe4dVAmpO6"
nytimes,2018-10-12 01:02:05+00:00,93,0.0,0.0,1.0,0.0,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/PqN9lPBl6K"
nytimes,2018-10-12 00:55:00+00:00,94,0.0,0.0,1.0,0.0,"Anndrine Lund lives in Norway and plans to study political science. ""People are becoming more anti-immigrant and we… https://t.co/UcSTeWRSWW"
nytimes,2018-10-12 00:47:05+00:00,95,-0.9042,0.0,0.582,0.418,RT @alanblinder: A panorama of ruin. Frantic efforts to search the rubble. Residents wandering streets in horror and wonder. The sobering s…
nytimes,2018-10-12 00:40:00+00:00,96,0.0,0.0,1.0,0.0,"Lior Danieli lives in Israel and will be drafted into the military in 2019. ""At this stage of my life, I sincerely… https://t.co/ee05adB8Tk"
nytimes,2018-10-12 00:32:01+00:00,97,0.5267,0.159,0.841,0.0,"The Banksy painting that self-destructed after selling for $1.4 million? The winning bidder is keeping it, shreds a… https://t.co/6RJx3BxBoG"
nytimes,2018-10-12 00:17:04+00:00,98,-0.6808,0.0,0.72,0.28,RT @noamscheiber: The neediest Marriott workers face a financial double jeopardy: low pay from Marriott. And because they have little money…
nytimes,2018-10-12 00:10:00+00:00,99,0.25,0.091,0.909,0.0,"Jung Eun Yang lives in South Korea and her dream is to become a makeup artist, something she continually works at.… https://t.co/MGFi3yKBCq"
nytimes,2018-10-12 00:02:05+00:00,100,-0.5423,0.077,0.725,0.198,Global warming. Violence against women. Right-wing politics. We asked 18-year-old girls around the world what worri… https://t.co/Y5SC8Pzlrd
